Tipo de Obra;Nro. GEX;Fecha Vencimiento;Estado;Regional;Solicitantes;Fecha de Solicitud;Fecha de Resolución;Fecha de Inscripción;Cadual;Volumen;Uso;Destino;Lat;Lon;Mes Inicio;Mes Final;Horas x Año;Depto.-Padrón;Id Solicitud;Codigo Cuencas de nivel 5;Sección Judicial;Cuencas de nivel 3;Curso a Utilizar;Área de Cuenca;Área de Embalse;Volúmen de Embalse;Altura Máxima;Tipo de acuifero;profundidad;Diámetro;Caudal Ensayado;Nivel Estático;Nivel Dinámico;Caudal Máximo;Codigo Cuencas de nivel 2;Accion Solicitud;Tipo Resolución
Represa Mediana;SGRH-2007-10-004-0510-1-273;26/2/2019;Registrada;SAN JOSÉ;Gabegim S.A.L. ;25/10/2007;26/2/2009;16/3/2009;0;2000000;Riego;Forraje/Pradera/Semillas;-34,08013382;-55,87055485;12;3;2880;FLORIDA-10016, FLORIDA-7147;240434;60710;5;RÍO SANTA LUCÍA entre Ao. CHAMIZO GRANDE y Ao. Del Tala;Cda. Castro;821,4;60,3;1971400;10,7;;;;;;;;60;Nueva;Concesión
Pozo;SGRH-2007-10-004-0510-1-274;10/1/2021;Registrada;SAN JOSÉ;Conaprole ;26/10/2007;10/1/2011;18/1/2011;4;23040;Industrial;Otros;-34,48107147;-56,8715657;12;11;5760;SAN JOSÉ-6768;240435;24405;6;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;51;0,2;5,5;;31,8;;24;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-276;16/9/2019;Registrada;SAN JOSÉ;Conaprole ;29/10/2007;16/9/2009;18/9/2009;7;40320;Industrial;Otros;-34,49294904;-56,85009627;12;11;5760;SAN JOSÉ-6768;240436;24405;;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;15;0,2;7;1,8;8,4;;24;Nueva;Permiso de uso
Represa Chica;SGRH-2007-10-004-0510-1-280;23/3/2019;Registrada;ARTIGAS;Fameril S.A. ;6/11/2007;23/3/2009;2/4/2009;0;280000;Riego;Arroz;-30,3100733;-57,30256023;12;3;2880;ARTIGAS-2930;240441;10940;5;RÍO CUAREIM entre Ao. YUCUTUJÁ y Río Uruguay;Cda / Zanja del Sauce;90;14,7;236700;5,5;;;;;;;;10;Nueva;Concesión
Pozo;SGRH-2007-10-004-0510-1-286;6/10/2021;Registrada;MONTEVIDEO;Concesionaria Martinelli  S.A. ;15/11/2007;6/10/2011;14/10/2011;8;35328;Riego;Otros;-34,81324207;-56,02478825;12;11;4968;CANELONES-2009;240447;26600;;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;58;0,04;11;13;47;;26;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-291;23/2/2020;Archivada con Resolución;MONTEVIDEO;Enrique Santiago Álvarez Ferraco;20/11/2007;23/2/2010;23/2/2010;1,2;1267;Industrial;Envasado de agua;-34,74336714;-55,73836663;12;11;1056;CANELONES-27966;240453;27420;;RÍO DE LA PLATA entre Ao. SOLÍS CHICO y Ao. Sarandí;274;;;;;;14,5;0,15;1,7;2,6;3,6;;27;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-297;14/6/2026;Registrada;FRAY BENTOS;Establecimientos Colonia S.A. ;21/11/2007;14/6/2016;24/6/2016;13;74880;Industrial;Otros;-34,27794147;-57,59356847;12;11;5760;COLONIA-7678;240459;22600;;RÍO DE LA PLATA entre Ao. SAUCE y Río Rosario;226;;;;;;52;0,15;18,5;;;;22;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-302;11/6/2023;Registrada;FRAY BENTOS;Establecimientos Colonia S.A. ;23/11/2007;11/6/2013;1/7/2013;7;40320;Industrial;Otros;-34,27499955;-57,58949958;12;11;5760;COLONIA-7678;240466;22600;;RÍO DE LA PLATA entre Ao. SAUCE y Río Rosario;226;;;;;;58;0,2;7;;;;22;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-307;18/11/2020;Archivada con Resolución;MONTEVIDEO;Electroquímica S.A. ;28/11/2007;18/11/2010;23/11/2010;2,6;6178;Industrial;Otros;-34,81354224;-56,17684043;12;11;2376;MONTEVIDEO-421418;240471;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;48;0,15;2,6;10;30;;26;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-308;18/11/2020;Archivada con Resolución;MONTEVIDEO;Electroquímica S.A. ;28/11/2007;18/11/2010;30/11/2010;5;11880;Industrial;Otros;-34,81420642;-56,17776153;12;11;2376;MONTEVIDEO-421418;240472;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;65;0,15;6,5;8;36;;26;Nueva;Permiso de uso
Represa Mediana;SGRH-2007-10-004-0510-1-310;30/6/2019;Archivada con Resolución;RÍO BRANCO;Diego Ortiz Rodríguez;3/12/2007;31/3/2016;29/4/2016;0;5260500;Riego;Arroz;-32,39398737;-54,7675339;12;3;2880;CERRO LARGO-14490, CERRO LARGO-14491, CERRO LARGO-156;240475;50606;7;RÍO NEGRO entre Ao. FRAILE MUERTO y Ao. Tupambaé;Cda. De Las Losas;830;236;5260500;6;;;;;;;;50;Renov/Modif;Concesión
Pozo;SGRH-2007-10-004-0510-1-312;10/11/2020;Registrada;MONTEVIDEO;Nevopark ;6/12/2007;10/11/2010;23/11/2010;11;23232;Otros usos;Control de incendios;-34,85409811;-56,28787149;12;11;2112;MONTEVIDEO-149270;240477;26200;;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;57;0,15;15;18;40;;26;Nueva;Permiso de uso
Represa Chica;SGRH-2007-10-004-0510-1-318;30/11/2026;Archivada con Resolución;RÍO BRANCO;El Lazo S.A. ;13/12/2007;30/11/2016;13/12/2016;0;1060000;Riego;Arroz;-32,14359542;-54,66200675;12;3;2880;CERRO LARGO-3272;240483;50470;6;RÍO NEGRO entre Ao. BAÑADOS DE ACEGUÁ y Ao. Zapallar;Cda. s/n;250;74;2811530;11;;;;;;;;50;Renov/Modif;Concesión
Represa Chica;SGRH-2007-10-004-0510-1-320;23/8/2021;Archivada con Resolución;ARTIGAS;Lotario Richardt;14/12/2007;23/8/2011;9/9/2011;0;433000;Riego;Arroz;-30,34569899;-57,55578315;12;3;2880;ARTIGAS-4960;240486;11107;7;RÍO URUGUAY entre Ao. ITACUMBÚ y Ao. Lenguazo;Cañada sin nombre;190;19,6;433000;6,6;;;;;;;;11;Nueva;Concesión
Pozo;SGRH-2007-10-004-0510-1-34;6/8/2019;Archivada con Resolución;MONTEVIDEO;Gabriel Mario Baccino Giannetto;19/1/2007;6/8/2009;28/8/2009;9;13500;Riego;Frutales;-34,58220982;-56,26356355;12;4;1500;CANELONES-18327;240505;63505;;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;635;;;;;;81;0,15;9;8;25;;63;Nueva;Permiso de uso
Represa Grande;SGRH-2007-10-004-0510-1-39;21/7/2019;Registrada;ARTIGAS;Osvaldo Foliatto Sampaio;29/1/2007;21/7/2009;27/7/2009;0;1950000;Riego;Arroz;-30,79643482;-56,6884481;12;3;2880;ARTIGAS-4389, ARTIGAS-773, ARTIGAS-777;240510;10800;2;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;Cañada del Sauzal;5900;59,73;1904000;13;;;;;;;;10;Nueva;Concesión
Represa Grande;SGRH-2007-10-004-0510-1-45;7/5/2020;Registrada;ARTIGAS;Pantilco S.A. ;8/2/2007;7/5/2010;12/5/2010;0;4100000;Riego;Arroz;-30,4100259;-57,23645326;12;3;2880;ARTIGAS-3242, ARTIGAS-857, ARTIGAS-860;240517;10860;5;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;Cañada del Sauce;1400;124,22;4024000;9,1;;;;;;;;10;Nueva;Concesión
Represa Mediana;SGRH-2007-10-004-0510-1-55;30/6/2024;Registrada;RÍO BRANCO;Blanca Emilia González Gilgorri;15/2/2007;24/6/2015;9/9/2015;0;968000;Riego;Arroz;-32,65282077;-53,84127699;12;3;2880;CERRO LARGO-12160, CERRO LARGO-12161, CERRO LARGO-12162;240528;41708;2;RÍO TACUARÍ entre Ao. MALO y Ao. Garao;Cañada sin nombre;710;55;968000;6;;;;;;;;41;Renov/Modif;Concesión
Pozo;SGRH-2007-10-004-0510-1-68;7/9/2020;Archivada con Resolución;FRAY BENTOS;Claldy S.A. ;13/3/2007;7/9/2010;9/9/2010;18;64800;Industrial;Otros;-32,69183555;-57,64289037;12;11;3600;RÍO NEGRO-5961;240541;18630;4;RÍO URUGUAY entre Ao. NEGRO y Ao. Román Grande;186;;;;;;150;0,2;18;18;75;;18;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-69;16/8/2020;Registrada;FRAY BENTOS;Claldy S.A. ;13/3/2007;16/8/2010;17/8/2010;9;32400;Industrial;Alimentos y bebidas;-32,69127669;-57,64594932;12;11;3600;RÍO NEGRO-5961;240542;18630;4;RÍO URUGUAY entre Ao. NEGRO y Ao. Román Grande;186;;;;;;150;0,15;12;15;60;;18;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-70;10/3/2019;Archivada con Resolución;FRAY BENTOS;Claldy S.A. ;13/3/2007;10/3/2009;10/3/2009;15;54000;Industrial;Alimentos y bebidas;-32,69264566;-57,64481541;12;11;3600;RÍO NEGRO-5961;240544;18630;4;RÍO URUGUAY entre Ao. NEGRO y Ao. Román Grande;186;;;;;;150;0,2;20;19;60;;18;Nueva;Permiso de uso
Represa Grande;SGRH-2007-10-004-0510-1-73;15/7/2019;Archivada con Resolución;RÍO BRANCO;Norquest S.A. ;15/3/2007;15/7/2009;22/7/2009;0;1800000;Riego;Arroz;-32,28190217;-54,93254873;12;3;2880;TACUAREMBÓ-14759, TACUAREMBÓ-14760, TACUAREMBÓ-6547;240547;50610;;RÍO NEGRO entre Ao. FRAILE MUERTO y Ao. Tupambaé;Cda. de la Invernada;1600;99;1736900;6,5;;;;;;;;50;Nueva;Concesión
Pozo;SGRH-2007-10-004-0510-1-78;21/12/2020;Registrada;MONTEVIDEO;Frigorífico Matadero Carrasco S.A. ;16/3/2007;21/12/2010;22/12/2010;15;40500;Industrial;Otros;-34,86000422;-56,06214042;12;11;2700;MONTEVIDEO-60653;240552;26610;10;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;92;0,15;20;35;85;;26;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-80;22/12/2020;Registrada;MONTEVIDEO;Frigorífico Matadero Carrasco S.A. ;19/3/2007;22/12/2010;22/12/2010;15;40500;Industrial;Otros;-34,86019558;-56,06117869;12;11;2700;MONTEVIDEO-60653;240555;26610;10;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;66;0,15;20;18;59;;26;Nueva;Permiso de uso
Represa Grande;SGRH-2007-10-004-0510-1-82;30/6/2024;Registrada;TACUAREMBÓ;Carlos Roberto Praetorius;20/3/2007;12/2/2020;22/4/2020;0;0;Riego;Arroz;-31,94547364;-55,24058175;12;3;2880;TACUAREMBÓ-1564, TACUAREMBÓ-5748;240557;53660;;RÍO TACUAREMBÓ entre Ao. YAGUARÍ y Ao. Caraguatá;Cda. del Mudador;1890;170,7;4342000;6,5;;;;;;;;53;Cesión;Concesión
Represa Mediana;SGRH-2007-10-004-0510-1-84;5/8/2019;Archivada con Resolución;TACUAREMBÓ;Mis Molinos S.A. ;22/3/2007;5/8/2009;28/8/2009;0;1201000;Riego;Cereales/Oleaginosas;-32,90776002;-56,5111813;12;3;2880;DURAZNO-11610, DURAZNO-368;240559;55135;;RÍO NEGRO entre Ao. MINAS DE CALLORDA y Ao. De Los Molles;Cda/Ao Sarandí de la China;510;68;1200000;5,4;;;;;;;;55;Nueva;Concesión
Represa Chica;SGRH-2007-10-004-0510-1-89;30/6/2025;Registrada;ARTIGAS;Revir S.A. ;26/3/2007;1/4/2016;2/4/2016;0;790000;Riego;Arroz;-30,32045361;-57,2211097;12;3;2880;ARTIGAS-5314, ARTIGAS-5812;240564;10860;5;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;Cda. sin nombre;150;74;1640000;7;;;;;;;;10;Nueva;Concesión
Pozo;SGRH-2007-10-004-0510-1-91;22/11/2020;Registrada;FRAY BENTOS;Pedro Macció y Cia. S.A. ;30/3/2007;22/11/2010;23/11/2010;3;13824;Otros usos;Otros;-33,87829221;-58,41574929;12;11;4608;COLONIA-20590;240567;19910;;RÍO URUGUAY entre Ao. AGRACIADA y Río De La Plata;199;;;;;;42;0,1;3;15;35;;19;Nueva;Permiso de uso
Pozo;SGRH-2007-10-004-0510-1-92;13/2/2024;Registrada;FRAY BENTOS;Pedro Macció y Cia. S.A. ;30/3/2007;13/2/2014;25/2/2014;4;18432;Consumo humano;Uso doméstico;-33,88352444;-58,38133209;12;11;4608;COLONIA-20591;240568;19910;;RÍO URUGUAY entre Ao. AGRACIADA y Río De La Plata;199;;;;;;35;0,1;5;15;28;;19;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-102;12/6/2025;Registrada;ROCHA;Lembay S.A. ;2/7/2008;12/6/2015;27/8/2015;7;30240;Otros usos agropecuarios;Abrevadero de ganado;-33,90684835;-54,03526103;12;11;4320;ROCHA-2098;240579;33430;4;Ao. DE LA INDIA MUERTA entre nacientes y Canal Coronilla;334;;;;;;49;0,15;10;7;39;;33;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-104;11/2/2021;Registrada;ARTIGAS;Carlos Odriozola y otros ;2/7/2008;11/2/2011;24/2/2011;2,4;13824;Consumo humano;Uso doméstico;-30,42248465;-56,48769406;12;11;8640;ARTIGAS-12125;240581;10310;;RÍO CUAREIM entre Ao. PINTADO GRANDE y Ao. Yacot;103;;;;;;20;0,15;2,4;8;16;;10;Nueva;Permiso de uso
Represa Chica;SGRH-2008-10-004-0510-1-107;30/6/2022;Registrada;RÍO BRANCO;Juan Carlos Carballo Gallo;2/7/2008;18/6/2014;10/7/2014;0;615000;Riego;Arroz;-32,57931351;-53,61976268;12;3;2880;CERRO LARGO-3447, CERRO LARGO-8780, CERRO LARGO-9626;240584;41900;3;RÍO TACUARÍ entre Cda. DE SANTOS y Laguna Merín;Cda. s/n;228;21;615000;10;;;;;;;;41;Renov/Modif;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-121;4/4/2021;Registrada;TACUAREMBÓ;Sendero Criollo  S C A ;4/7/2008;4/4/2011;12/4/2011;0;265900;Riego;Cereales/Oleaginosas;-32,9590659;-56,52656534;12;3;2880;DURAZNO-375;240599;55300;;RÍO NEGRO entre Ao. DEL TALA y Ao. Salsipuedes Grande;Cda. sin Nombre;440;11,5;265900;6,2;;;;;;;;55;Nueva;Concesión
Represa Mediana;SGRH-2008-10-004-0510-1-124;30/6/2020;Registrada;TACUAREMBÓ;La Cambicha Asoc. Agraria De Responsabilidad Ltda. ;7/7/2008;7/10/2014;15/10/2014;0;2714000;Riego;Arroz;-31,29615737;-55,24471547;12;3;2880;RIVERA-3898, RIVERA-4899, RIVERA-7242, RIVERA-895;240602;51750;;RÍO TACUAREMBÓ entre Ao. CUÑAPIRÚ y Ao. Buena Orden;Cda. de la Divisa;510;70;2714000;12,5;;;;;;;;51;Nueva;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-128;30/6/2024;Registrada;SALTO;Carina Narbondo;10/7/2008;11/3/2015;9/4/2015;0;383000;Riego;Frutales;-31,28043913;-57,8846861;12;3;2880;SALTO-6918;240606;14800;3;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;Cda. sin nombre;65;12;383000;10;;;;;;;;14;Cesión;Concesión
Represa Grande;SGRH-2008-10-004-0510-1-130;6/8/2022;Archivada con Resolución;RÍO BRANCO;Jorge Núñez Labadie;11/7/2008;6/8/2012;17/8/2012;0;1002000;Otros usos agropecuarios;Abrevadero de ganado;-32,355899;-54,98264465;4;3;8640;RIVERA-1861, RIVERA-1865, TACUAREMBÓ-1861, TACUAREMBÓ-1865;240609;50610;12;RÍO NEGRO entre Ao. FRAILE MUERTO y Ao. Tupambaé;Cda. Del Tigre;1080;76;1002000;6;;;;;;;;50;Renov/Modif;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-133;30/6/2021;Archivada con Resolución;RÍO BRANCO;Sierra Marina S.A. ;16/7/2008;1/2/2017;16/3/2017;0;246000;Riego;Arroz;-31,77772023;-54,38973755;12;3;2880;CERRO LARGO-1327;240612;50230;5;RÍO NEGRO entre Ao. DEL HOSPITAL y Ao. Lechiguana;Ao. Carpintería;55;13;306200;6;;;;;;;;50;Renov/Modif;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-134;30/6/2021;Archivada con Resolución;RÍO BRANCO;Sierra Marina S.A. ;16/7/2008;1/2/2017;6/3/2017;0;581000;Riego;Arroz;-31,77376596;-54,38687369;12;3;2880;CERRO LARGO-1327, CERRO LARGO-5512;240613;50230;5;RÍO NEGRO entre Ao. DEL HOSPITAL y Ao. Lechiguana;Ao. Carpintería;228;28,5;581600;5;;;;;;;;50;Renov/Modif;Concesión
Represa Mediana;SGRH-2008-10-004-0510-1-135;30/6/2028;Archivada con Resolución;RÍO BRANCO;Sierra Marina S.A. ;30/7/2008;31/5/2019;2/7/2019;0;2790000;Riego;Arroz;-31,81392651;-54,41703448;12;3;2880;CERRO LARGO-11282, CERRO LARGO-11283;240614;50300;5;RÍO NEGRO entre Ao. LECHIGUANA y Ao. Bañados De Aceguá;Cda. s/n;820;114;2790000;7;;;;;;;;50;Renov/Modif;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-136;30/6/2021;Archivada con Resolución;RÍO BRANCO;Sierra Marina S.A. ;30/7/2008;23/2/2017;20/3/2017;0;842000;Riego;Arroz;-31,79368006;-54,3815558;12;3;2880;CERRO LARGO-1328, CERRO LARGO-5370;240615;50300;5;RÍO NEGRO entre Ao. LECHIGUANA y Ao. Bañados De Aceguá;Cda. s/n;200;39;842000;5;;;;;;;;50;Renov/Modif;Concesión
Represa Mediana;SGRH-2008-10-004-0510-1-137;12/5/2021;Registrada;SALTO;Juan Victorino Villamor;5/8/2008;12/5/2011;24/5/2011;0;896900;Riego;Arroz;-30,77079276;-57,06161848;12;3;2880;ARTIGAS-3348, ARTIGAS-3820;240616;12530;6;RÍO ARAPEY CHICO entre Ao. DE LAS CAÑAS y Ao. Ceballos Grande;Zanja nacientes del Patitas;540;35;897000;8;;;;;;;;12;Nueva;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-138;12/5/2021;Registrada;SALTO;Juan Victorino Villamor;5/8/2008;12/5/2011;24/5/2011;0;694515;Riego;Arroz;-30,76866466;-57,04853523;12;3;2880;ARTIGAS-3348;240617;12530;6;RÍO ARAPEY CHICO entre Ao. DE LAS CAÑAS y Ao. Ceballos Grande;Zanja nacientes del Patitas;150;25;695000;8,3;;;;;;;;12;Nueva;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-143;30/9/2019;Registrada;SAN JOSÉ;Dativia S.A ;18/8/2008;30/9/2009;8/10/2009;0;294400;Riego;Cereales/Oleaginosas;-33,91314639;-55,98200988;12;3;2880;FLORIDA-3363, FLORIDA-5080, FLORIDA-8042;240623;61204;;RÍO SANTA LUCÍA CHICO entre Ao. TALITA y Ao. De La Cruz;Cda. sin nombre/Cda Talita;190;12,9;294400;7,5;;;;;;;;61;Nueva;Concesión
Pozo;SGRH-2008-10-004-0510-1-144;19/8/2020;Archivada con Resolución;FRAY BENTOS;Polsery S. A. ;22/8/2008;19/8/2010;24/8/2010;5;18000;Industrial;Envasado de agua;-33,23777389;-58,03301071;12;11;3600;RÍO NEGRO-1280;240624;58830;;RÍO NEGRO entre Ao. BEQUELÓ y Ao. De Las Maulas;588;;;;;;80;0,2;5;;;;58;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-145;19/8/2020;Archivada con Resolución;FRAY BENTOS;Polsery S. A. ;22/8/2008;19/8/2010;24/8/2010;3;10800;Industrial;Envasado de agua;-33,23822398;-58,03304361;12;11;3600;RÍO NEGRO-1280;240625;58830;;RÍO NEGRO entre Ao. BEQUELÓ y Ao. De Las Maulas;588;;;;;;54;0,2;3;;;;58;Nueva;Permiso de uso
Represa Grande;SGRH-2008-10-004-0510-1-146;30/6/2020;Registrada;ARTIGAS;Jonas Kelling Ricardt;28/8/2008;31/10/2014;24/11/2014;0;1901000;Riego;Arroz;-30,21418614;-56,75587151;12;3;2880;ARTIGAS-3771, ARTIGAS-994;240626;10340;4;RÍO CUAREIM entre Ao. PINTADO GRANDE y Ao. Yacot;Cda. s/n;1120;55;1901000;11;;;;;;;;10;Nueva;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-150;30/6/2019;Registrada;FRAY BENTOS;Ana María Contini;1/9/2008;1/11/2012;7/11/2012;0;400000;Riego;Cereales/Oleaginosas;-33,01873432;-57,98181502;12;3;2880;PAYSANDÚ-2278, RÍO NEGRO-2278;240631;58610;;RÍO NEGRO entre Ao. DEL ABROJAL y Ao. Cololó;Cda. s/n;274;19,74;400000;5;;;;;;;;58;Nueva;Concesión
Pozo;SGRH-2008-10-004-0510-1-152;28/1/2020;Registrada;SAN JOSÉ;UTE ;3/9/2008;28/1/2010;22/2/2010;16,5;70632;Industrial;Generación de energía;-34,74927009;-56,54364344;12;11;4320;SAN JOSÉ-18243;240633;24710;;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;248;;;;;;20;0,2;21,8;7,8;11,8;;24;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-154;7/10/2020;Registrada;SAN JOSÉ;UTE ;4/9/2008;7/10/2010;14/10/2010;16,8;72576;Industrial;Generación de energía;-34,75063101;-56,54808954;12;11;4320;SAN JOSÉ-18243;240635;24710;;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;20;0,2;22,4;5,85;11;;24;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-156;8/10/2020;Registrada;SAN JOSÉ;UTE ;4/9/2008;8/10/2010;20/10/2010;10,35;44712;Industrial;Generación de energía;-34,75242617;-56,5493289;12;11;4320;SAN JOSÉ-18243;240637;24710;;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;19;0,2;13,8;5,26;10,3;;24;Nueva;Permiso de uso
Represa Mediana;SGRH-2008-10-004-0510-1-158;23/4/2023;Archivada con Resolución;TACUAREMBÓ;Agropecuaria Río Bonito S.C. ;5/9/2008;23/4/2013;4/6/2013;0;2000000;Riego;Arroz;-31,94009148;-55,5232515;12;3;2880;TACUAREMBÓ-4260, TACUAREMBÓ-611, TACUAREMBÓ-635, TACUAREMBÓ-640, TACUAREMBÓ-693, TACUAREMBÓ-719, TACUAREMBÓ-719   - 640, TACUAREMBÓ-7508, TACUAREMBÓ-7509, TACUAREMBÓ-8789;240639;51910;4;RÍO TACUAREMBÓ entre Ao. ZAPUCAY y Ao. Tacuarembó Chico;Cda. sin nombre;890;103;2007000;5;;;;;;;;51;Renov/Modif;Concesión
Pozo;SGRH-2008-10-004-0510-1-159;18/10/2020;Registrada;SAN JOSÉ;Cerealin ;5/9/2008;18/10/2010;23/11/2010;7;40320;Industrial;Alimentos y bebidas;-34,35252343;-56,72423118;12;11;5760;SAN JOSÉ-4944;240640;65510;1;RÍO SAN JOSÉ entre Ao. CHAMIZO y Ao. Carreta Quemada;655;;;;;;34,5;0,15;9;2,9;6,45;;65;Nueva;Permiso de uso
Represa Mediana;SGRH-2008-10-004-0510-1-16;23/3/2019;Archivada con Resolución;TREINTA Y TRES;Wilson Luzardo Pereira;16/11/2006;23/3/2009;2/4/2009;0;1783000;Riego;Arroz;-33,48333301;-54,39089767;12;3;2880;LAVALLEJA-11235, LAVALLEJA-15232, LAVALLEJA-1611;240641;44670;;RÍO CEBOLLATÍ entre Ao. GUTIÉRREZ y Ao. Corrales;Cda. s/n;590;88;1783000;6,7;;;;;;;;44;Renov/Modif;Concesión
Pozo;SGRH-2008-10-004-0510-1-160;10/9/2020;Registrada;FRAY BENTOS;ISUSA ;5/9/2008;10/9/2010;20/9/2010;5;27000;Industrial;Química;-33,81951081;-58,31381187;12;11;5400;SORIANO-4413;240642;19910;;RÍO URUGUAY entre Ao. AGRACIADA y Río De La Plata;199;;;;;;57;0,15;5;17;50;;19;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-161;10/9/2020;Registrada;FRAY BENTOS;ISUSA ;8/9/2008;10/9/2010;20/9/2010;5;18000;Industrial;Química;-33,81659703;-58,31218259;12;11;3600;SORIANO-4413;240643;19910;;RÍO URUGUAY entre Ao. AGRACIADA y Río De La Plata;199;;;;;;53;0,15;5;8;30;;19;Nueva;Permiso de uso
Pozo;SGRH-2008-10-004-0510-1-162;10/9/2020;Registrada;FRAY BENTOS;ISUSA ;8/9/2008;10/9/2010;20/9/2010;5;25200;Industrial;Química;-33,81890326;-58,31045768;12;11;5040;SORIANO-4413;240644;19910;;RÍO URUGUAY entre Ao. AGRACIADA y Río De La Plata;199;;;;;;43;0,15;7;6;30;;19;Nueva;Permiso de uso
Tajamar Mediano;SGRH-2008-10-004-0510-1-164;15/3/2023;Registrada;SAN JOSÉ;Luis Alberto Rapetti Duro;10/9/2008;15/3/2013;20/5/2013;0;11450;Riego;Hortalizas;-34,68667726;-56,18841055;12;3;2880;CANELONES-20732;240646;63502;;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;Cda. s/n;5,6;0,6;11450;3,5;;;;;;;;63;Nueva;Permiso de uso
Represa Chica;SGRH-2008-10-004-0510-1-175;30/6/2019;Registrada;ARTIGAS;Yima  S.A. ;15/9/2008;24/10/2011;9/11/2011;0;1649600;Riego;Arroz;-30,25968895;-57,03165663;12;3;2880;ARTIGAS-942;240658;10744;4;RÍO CUAREIM entre Ao. TRES CRUCES GRANDE y Ao. Cuaró Grande;Cda. del Sauzal;340;46,8;1649600;9,9;;;;;;;;10;Renov/Modif;Concesión
Represa Mediana;SGRH-2008-10-004-0510-1-18;30/6/2022;Registrada;TACUAREMBÓ;Pycris S.A. ;23/1/2008;28/10/2015;30/11/2015;0;3733000;Riego;Arroz;-31,3664522;-55,05615905;12;3;2880;RIVERA-1132, RIVERA-1281, RIVERA-1289;240663;53600;;RÍO TACUAREMBÓ entre Ao. YAGUARÍ y Ao. Caraguatá;Cda. Del Zanjón;900;152,52;4322000;9,3;;;;;;;;53;Renov/Modif;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-180;13/5/2024;Registrada;ARTIGAS;Lino Predebón Rossarola;15/9/2008;13/5/2014;26/5/2014;0;1318000;Riego;Arroz;-30,52245044;-57,48811863;12;3;2880;ARTIGAS-402, ARTIGAS-5216;240664;11100;9;RÍO URUGUAY entre Ao. ITACUMBÚ y Ao. Lenguazo;Cda. Sarandí;165;35;1318000;11;;;;;;;;11;Nueva;Concesión
Represa Chica;SGRH-2008-10-004-0510-1-181;12/5/2024;Registrada;ARTIGAS;Lino Predebón Rossarola;16/9/2008;12/5/2014;23/5/2014;0;845000;Riego;Arroz;-30,53343145;-57,47580676;12;3;2880;ARTIGAS-5216, ARTIGAS-5217;240665;11100;9;RÍO URUGUAY entre Ao. ITACUMBÚ y Ao. Lenguazo;Cda. s/n;115;27;845000;10,4;;;;;;;;11;Renov/Modif;Permiso de uso
